"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"573",573,60,6,83,13159,"Pave",1,"IR1","HLS",1,"Corner","Gtl","Timber","Norm","Norm","1Fam","2Story",7,5,2009,2009,"Gable","CompShg",15,15,4,40,"TA","TA","PConc",1,3,2,6,745,6,0,846,846,"GasA","Gd","Y",1,846,846,114,1692,0,0,2,1,3,1,2,6,1,0,6,2,2009,2,2,650,3,3,"Y",208,114,0,0,0,0,5,5,6,0,7,2009,4,"Partial",224500
"574",574,80,6,76,9967,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,2000,2000,"Gable","CompShg",15,15,4,305,"TA","TA","PConc",2,3,4,6,271,6,0,384,384,"GasA","Ex","Y",1,774,656,360,1430,0,0,2,1,3,1,3,8,1,1,3,4,2000,2,2,400,3,3,"Y",100,0,0,0,0,0,5,5,6,0,12,2007,4,"Normal",170000
"575",575,80,6,70,10500,"Pave",2,"Reg","Lvl",1,"FR2","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,7,1971,2005,"Gambrel","CompShg",9,2,2,82,"TA","TA","CBlock",3,3,2,2,349,6,0,23,372,"GasA","TA","Y",1,576,533,108,1109,0,1,1,0,3,1,3,5,1,0,6,4,1971,3,1,288,3,3,"Y",35,0,0,0,0,0,5,3,6,0,12,2007,4,"Normal",139000
"576",576,50,6,80,8480,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",5,5,1947,1950,"Gable","CompShg",9,9,4,200,"TA","TA","CBlock",3,3,4,4,442,6,0,390,832,"GasA","TA","Y",1,832,384,362,1216,0,0,1,0,2,1,3,6,1,0,6,6,1947,3,1,336,3,3,"Y",158,0,102,0,0,0,5,5,6,0,10,2008,5,"Abnorml",118500
"577",577,50,6,52,6292,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",7,7,1928,1950,"Gable","CompShg",16,16,4,215,"TA","TA","BrkTil",3,3,4,6,864,6,0,861,861,"GasA","Gd","Y",1,877,600,371,1477,0,1,2,0,3,1,3,6,1,1,2,6,1928,3,1,216,3,3,"Y",0,50,0,0,0,0,5,5,6,0,8,2009,4,"Normal",145000
"578",578,80,6,96,11777,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",5,6,1966,1966,"Gable","CompShg",15,15,2,97,"TA","TA","CBlock",3,3,2,5,328,2,551,285,1164,"GasA","Ex","Y",1,1320,912,390,1320,1,0,1,0,3,1,3,6,1,2,4,2,1966,2,2,564,3,3,"Y",160,68,240,0,0,0,5,5,6,0,5,2006,5,"Abnorml",164500
"579",579,160,3,34,3604,"Pave",2,"Reg","Lvl",1,"Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2007,2007,"Gable","CompShg",15,15,4,470,"Gd","TA","PConc",2,3,4,6,604,6,0,689,689,"GasA","Ex","Y",1,703,689,384,1392,0,0,2,0,2,1,2,5,1,0,6,6,2007,3,2,540,3,3,"Y",0,102,0,0,0,0,5,5,6,0,2,2008,5,"Abnorml",146000
"580",580,50,8,81,12150,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,5,1954,1954,"Gable","CompShg",9,9,2,335,"TA","TA","BrkTil",3,3,4,6,729,6,0,1050,1050,"GasA","Ex","N",3,1050,745,512,1795,0,0,2,0,4,1,3,7,1,0,6,2,1954,3,1,352,4,3,"Y",0,0,0,0,0,0,5,5,6,0,11,2008,7,"Normal",131500
"581",581,20,6,82,14585,"Pave",1,"IR1","Lvl",1,"CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1960,1987,"Gable","CompShg",16,16,2,85,"TA","TA","CBlock",3,3,4,3,594,4,219,331,1144,"GasA","Ex","Y",1,1429,780,144,1429,0,1,1,0,3,1,2,7,1,2,2,2,1960,3,2,572,3,3,"Y",216,110,0,0,0,0,5,5,6,0,6,2007,2,"Normal",181900
"582",582,20,6,98,12704,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2008,2009,"Hip","CompShg",15,15,2,306,"Ex","TA","PConc",1,3,4,6,168,6,0,2042,2042,"GasA","Ex","Y",1,2042,913,80,2042,0,0,2,1,3,1,1,8,1,1,2,2,2009,2,3,1390,3,3,"Y",0,90,0,0,0,0,5,5,6,0,8,2009,4,"Partial",253293
"583",583,90,6,81,11841,"Grvl",2,"Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","Duplex","SFoyer",6,5,1990,1990,"Gable","CompShg",7,7,2,104,"TA","Gd","CBlock",2,3,2,1,816,6,0,1344,816,"GasA","TA","Y",1,816,880,362,816,1,0,1,0,3,1,3,5,1,0,6,7,1994,4,0,0,6,6,"Y",0,32,0,0,0,0,5,5,6,0,5,2007,5,"Normal",118500
"584",584,75,8,75,13500,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Artery","PosA","1Fam","2.5Unf",10,9,1893,2000,"Gable","CompShg",16,16,4,210,"Ex","Ex","BrkTil",3,3,4,6,936,6,0,1237,1237,"GasA","Gd","Y",1,1521,1254,450,2775,0,0,3,1,3,1,2,9,1,1,2,6,1988,3,2,880,2,3,"Y",105,502,0,0,0,0,5,5,6,0,7,2008,4,"Normal",325000
"585",585,50,8,51,6120,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",4,7,1935,1995,"Gable","CompShg",1,1,4,170,"TA","TA","BrkTil",3,3,4,6,941,6,0,884,884,"GasA","Ex","Y",1,989,584,108,1573,0,0,1,0,3,1,2,6,1,0,6,6,1935,3,1,240,3,3,"Y",0,0,54,0,120,0,5,5,6,0,7,2009,9,"Normal",133000
"586",586,20,6,88,11443,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Hip","CompShg",15,15,2,208,"Gd","TA","PConc",1,3,1,1,1460,6,0,408,1868,"GasA","Ex","Y",1,2028,534,1064,2028,1,0,2,0,2,1,2,7,1,2,2,2,2005,2,3,880,3,3,"Y",326,66,0,0,0,0,5,5,6,0,3,2006,4,"Partial",369900
"587",587,30,6,55,10267,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","BrkSide","RRAn","Norm","1Fam","1Story",6,7,1918,2000,"Gable","CompShg",14,15,4,80,"TA","Gd","BrkTil",3,2,3,4,210,2,606,778,816,"GasA","Ex","Y",1,838,582,1064,838,1,0,1,0,2,1,4,5,1,0,6,6,1961,1,1,275,3,3,"N",0,0,112,0,0,0,5,4,6,0,5,2008,2,"Normal",130000
"588",588,85,6,74,8740,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",5,6,1982,1982,"Hip","CompShg",7,7,4,90,"TA","TA","CBlock",3,3,2,2,672,6,0,168,840,"GasA","TA","Y",1,860,892,312,860,1,0,1,0,2,1,3,4,1,0,6,6,1996,3,2,528,3,3,"Y",0,0,0,0,0,0,5,5,6,0,7,2009,4,"Normal",137000
"589",589,20,6,65,25095,"Pave",1,"IR1","Low",1,"Inside","Sev","ClearCr","Norm","Norm","1Fam","1Story",5,8,1968,2003,"Flat","Tar&Grv",16,16,4,27,"TA","TA","CBlock",3,3,1,1,1324,6,0,113,1437,"GasA","Ex","Y",1,1473,870,140,1473,2,0,1,0,1,1,1,5,1,2,2,2,1968,3,1,452,3,3,"Y",0,48,0,0,60,0,5,5,6,0,6,2009,9,"Partial",143000
"590",590,40,8,50,9100,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","BrkSide","RRAn","Feedr","1Fam","1Story",5,6,1930,1960,"Gable","CompShg",15,15,4,305,"TA","TA","BrkTil",3,3,4,6,144,6,0,742,742,"GasA","TA","Y",2,779,457,156,935,0,0,1,0,2,1,3,4,1,0,6,6,1988,3,1,308,3,3,"P",0,0,0,0,0,0,5,5,4,600,8,2008,4,"Normal",79500
"591",591,60,6,64,8320,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg",15,15,4,158,"Gd","TA","PConc",2,3,4,1,490,6,0,280,770,"GasA","Ex","Y",1,770,812,114,1582,0,0,2,1,3,1,2,6,1,0,6,2,2004,2,2,520,3,3,"Y",0,45,0,0,0,0,5,5,6,0,9,2008,5,"Normal",185900
"592",592,60,6,97,13478,"Pave",1,"IR1","Lvl",1,"Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",10,5,2008,2008,"Gable","CompShg",6,11,5,420,"Ex","TA","PConc",1,3,1,1,1338,6,0,384,1722,"GasA","Ex","Y",1,1728,568,371,2296,1,0,2,1,3,1,1,10,1,1,2,4,2008,2,3,842,3,3,"Y",382,274,0,0,0,0,5,5,6,0,6,2009,8,"Normal",451950
"593",593,20,6,60,6600,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,8,1982,2003,"Gable","CompShg",7,7,4,186,"TA","Gd","PConc",3,2,4,1,816,6,0,268,816,"GasA","Ex","Y",1,816,797,397,816,1,0,1,0,2,1,3,4,1,0,6,6,1985,1,2,816,3,3,"Y",0,0,0,0,0,0,5,5,6,0,6,2008,4,"Normal",138000
"594",594,120,8,24,4435,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2003,2003,"Gable","CompShg",15,15,2,170,"Gd","TA","PConc",2,3,2,1,685,6,0,163,848,"GasA","Ex","Y",1,848,1141,140,848,1,0,1,0,1,1,2,4,1,0,6,2,2003,1,2,420,3,3,"Y",140,0,0,0,0,0,5,5,6,0,5,2009,4,"Normal",140000
"595",595,20,6,88,7990,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1975,1975,"Hip","CompShg",7,7,4,164,"TA","TA","CBlock",2,3,4,6,662,6,0,924,924,"GasA","TA","Y",1,924,468,420,924,0,0,1,0,3,1,3,5,1,0,6,6,1981,3,1,280,3,3,"Y",0,0,0,0,0,0,5,2,6,0,4,2008,4,"Normal",110000
"596",596,20,6,69,11302,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","StoneBr","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg",15,10,2,238,"Gd","TA","PConc",2,3,1,1,1422,6,0,392,1814,"GasA","Ex","Y",1,1826,728,697,1826,1,0,2,0,3,1,2,7,1,1,3,2,2005,1,3,758,3,3,"Y",180,75,0,0,120,0,5,5,6,0,8,2006,4,"Partial",319000
"597",597,70,8,60,3600,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,7,1910,1993,"Gable","CompShg",15,15,4,74,"TA","TA","CBlock",3,3,4,6,547,6,0,684,684,"GasA","Ex","N",2,684,684,140,1368,0,0,1,0,3,1,3,7,1,0,6,6,1930,3,1,216,3,4,"N",0,158,0,0,0,0,5,5,6,0,10,2006,5,"Normal",114504
"598",598,120,6,53,3922,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","CompShg",15,15,2,72,"Gd","TA","PConc",1,3,2,6,912,6,0,1258,1258,"GasA","Ex","Y",1,1402,924,513,1402,0,2,0,2,2,1,2,7,1,1,2,2,2006,1,3,648,3,3,"Y",120,16,0,0,0,0,5,5,6,0,2,2007,4,"Partial",194201
"599",599,20,6,80,12984,"Pave",1,"Reg","Bnk",1,"Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,6,1977,1977,"Gable","CompShg",11,11,2,459,"TA","TA","CBlock",2,3,3,2,1283,5,147,847,1430,"GasA","Ex","Y",1,1647,762,473,1647,1,0,2,0,3,1,2,7,1,1,3,2,1977,1,2,621,3,3,"Y",0,0,0,0,0,0,5,5,6,0,3,2006,2,"Normal",217500
"600",600,160,8,24,1950,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Blueste","Norm","Norm","Twnhs","2Story",6,6,1980,1980,"Gable","CompShg",9,9,4,142,"TA","Gd","CBlock",2,3,4,5,81,1,612,23,716,"GasA","TA","Y",1,716,840,481,1556,1,0,2,1,3,1,3,6,1,1,3,2,1980,1,2,452,3,3,"Y",161,0,0,0,0,0,5,1,6,0,7,2008,5,"Normal",151000
"601",601,60,6,74,10927,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Gable","CompShg",15,15,2,280,"Gd","TA","PConc",2,3,2,1,546,6,0,512,1058,"GasA","Ex","Y",1,1058,846,120,1904,1,0,2,1,3,1,1,8,1,1,2,4,2003,1,2,736,3,3,"Y",179,60,0,0,0,0,5,5,6,0,6,2006,9,"Normal",275000
"602",602,50,8,50,9000,"Pave",1,"Reg","Bnk",1,"Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,1937,1950,"Gable","CompShg",16,16,4,438,"TA","Gd","PConc",3,3,4,6,330,6,0,780,780,"GasA","TA","Y",1,780,595,205,1375,0,0,1,1,3,1,2,6,1,1,2,6,1979,3,1,544,3,3,"P",0,162,0,0,126,0,5,5,6,0,12,2007,4,"Normal",141000
"603",603,60,6,80,10041,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",8,5,1992,1992,"Gable","CompShg",7,7,4,72,"Gd","TA","PConc",2,3,3,1,789,6,0,119,908,"GasA","Ex","Y",1,927,988,312,1915,1,0,2,1,3,1,2,8,1,1,3,2,1992,1,2,506,3,3,"Y",120,150,0,0,0,0,5,5,6,0,2,2006,4,"Abnorml",220000
"604",604,160,3,30,3182,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2004,2005,"Gable","CompShg",9,9,4,169,"Gd","TA","PConc",2,3,4,6,320,6,0,600,600,"GasA","Ex","Y",1,600,600,436,1200,0,0,2,1,2,1,2,4,1,0,6,6,2004,2,2,480,3,3,"Y",0,172,0,0,0,0,5,5,6,0,6,2010,5,"Normal",151000
"605",605,20,6,88,12803,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2002,"Gable","CompShg",15,15,2,99,"Gd","TA","PConc",2,3,3,1,922,6,0,572,1494,"GasA","Ex","Y",1,1494,812,360,1494,1,0,2,0,3,1,2,6,1,1,3,2,2002,2,2,530,3,3,"Y",192,36,0,0,0,0,5,5,6,0,9,2008,4,"Normal",221000
"606",606,60,6,85,13600,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",7,6,1965,1990,"Gable","CompShg",7,7,2,176,"TA","TA","CBlock",3,3,4,3,454,6,0,314,768,"GasA","TA","Y",1,1186,800,515,1986,0,0,2,1,3,1,3,7,1,3,4,2,1965,3,2,486,3,3,"Y",0,42,0,0,189,0,5,5,6,0,10,2009,4,"Normal",205000
"607",607,20,6,82,12464,"Pave",2,"IR2","Low",1,"Corner","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,5,1996,1996,"Gable","CompShg",15,15,4,218,"TA","Gd","PConc",2,3,4,1,732,6,0,308,1040,"GasA","Gd","Y",1,1040,960,514,1040,1,0,1,0,3,1,2,6,1,0,6,6,2000,3,2,576,3,3,"Y",168,0,0,0,0,0,5,1,6,0,11,2009,2,"Normal",152000
"608",608,20,6,78,7800,"Pave",2,"Reg","Bnk",1,"Inside","Mod","Edwards","Norm","Norm","1Fam","2Story",5,8,1948,2002,"Gable","CompShg",9,9,4,510,"TA","Gd","CBlock",3,2,4,1,603,6,0,293,896,"GasA","Ex","Y",1,1112,896,436,2008,1,0,3,0,3,1,1,8,1,0,6,2,1948,3,1,230,3,3,"Y",103,0,0,0,0,0,5,5,6,0,8,2006,4,"Normal",225000
"609",609,70,6,78,12168,"Pave",2,"Reg","HLS",1,"Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",8,6,1934,1998,"Gable","CompShg",4,16,4,428,"TA","TA","PConc",2,3,3,3,428,6,0,537,965,"GasA","TA","Y",1,1940,1254,362,3194,0,0,2,1,4,1,3,10,1,2,2,3,1934,3,2,380,3,3,"Y",0,0,0,0,0,0,5,5,6,0,9,2007,9,"Alloca",359100
"610",610,20,6,61,7943,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",4,5,1961,1961,"Gable","CompShg",15,15,1,192,"TA","Fa","CBlock",3,3,3,4,903,6,0,126,1029,"GasA","Gd","Y",1,1029,795,479,1029,1,0,1,0,3,1,3,5,1,0,6,2,1961,3,1,261,3,3,"Y",64,0,39,0,0,0,5,5,6,0,4,2007,9,"Normal",118500
"611",611,60,6,74,11050,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","CollgCr","PosN","Norm","1Fam","2Story",9,5,2000,2000,"Hip","CompShg",15,15,2,204,"Gd","TA","PConc",1,3,3,1,904,6,0,536,1440,"GasA","Ex","Y",1,1476,677,53,2153,1,0,2,1,3,1,1,8,1,2,1,2,2000,1,3,736,3,3,"Y",253,142,0,0,0,0,5,5,6,0,5,2009,4,"Normal",313000
"612",612,80,6,100,10395,"Pave",2,"IR1","Lvl",1,"FR2","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg",7,7,2,233,"TA","TA","CBlock",2,3,2,2,605,6,0,427,1032,"GasA","TA","Y",1,1032,728,572,1032,0,1,2,0,3,1,3,6,1,1,3,2,1978,3,2,564,3,3,"Y",0,0,0,0,0,0,5,2,4,500,7,2007,5,"Normal",148000
"613",613,60,6,88,11885,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2001,2001,"Gable","CompShg",15,15,2,108,"Gd","TA","PConc",2,3,2,1,990,6,0,309,1299,"GasA","Ex","Y",1,1299,573,53,1872,1,0,2,1,3,1,1,7,1,1,3,4,2001,2,2,531,3,3,"Y",160,122,0,0,0,0,5,5,6,0,11,2009,8,"Normal",261500
"614",614,20,6,70,8402,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Mitchel","Feedr","Norm","1Fam","1Story",5,5,2007,2007,"Gable","CompShg",15,15,4,250,"TA","TA","PConc",2,3,4,2,206,6,0,914,1120,"GasA","Ex","Y",1,1120,576,259,1120,0,0,1,0,3,1,3,6,1,0,6,7,2007,4,0,0,6,6,"Y",0,30,0,0,0,0,5,5,6,0,12,2007,4,"Partial",147000
"615",615,180,8,21,1491,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","SFoyer",4,6,1972,1972,"Gable","CompShg",6,15,4,168,"TA","TA","CBlock",2,3,2,5,150,1,480,40,630,"GasA","Ex","Y",1,630,482,512,630,1,0,1,0,1,1,3,3,1,0,6,7,1987,4,0,0,6,6,"Y",96,24,0,0,0,0,5,5,6,0,5,2010,4,"Normal",75500
"616",616,85,6,80,8800,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NAmes","Feedr","Norm","1Fam","SFoyer",6,7,1963,1963,"Gable","CompShg",9,9,2,156,"TA","Gd","PConc",3,3,1,1,763,6,0,173,936,"GasA","Ex","Y",1,1054,1405,514,1054,1,0,1,0,3,1,2,6,1,0,6,2,1963,2,2,480,3,3,"Y",120,0,0,0,0,0,5,2,6,0,5,2010,4,"Abnorml",137500
"617",617,60,6,60,7861,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2002,2003,"Gable","CompShg",15,15,4,30,"Gd","TA","PConc",2,3,4,1,457,6,0,326,783,"GasA","Ex","Y",1,807,702,80,1509,1,0,2,1,3,1,2,7,1,1,2,2,2002,1,2,393,3,3,"Y",100,75,0,0,0,0,5,5,6,0,6,2006,5,"Normal",183200
"618",618,45,6,59,7227,"Pave",1,"Reg","HLS",1,"Corner","Mod","NAmes","Artery","Norm","1Fam","1.5Unf",6,6,1954,1954,"Gable","CompShg",9,9,4,340,"TA","TA","CBlock",3,3,4,6,1198,6,0,832,832,"GasA","Gd","Y",1,832,504,362,832,0,0,1,0,2,1,2,4,1,0,6,6,1962,3,2,528,3,3,"Y",0,0,0,0,0,0,5,5,6,0,6,2008,4,"Normal",105500
"619",619,20,6,90,11694,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2007,2007,"Hip","CompShg",6,15,2,452,"Ex","TA","PConc",1,3,2,1,48,6,0,1774,1822,"GasA","Ex","Y",1,1828,424,371,1828,0,0,2,0,3,1,2,9,1,1,2,2,2007,3,3,774,3,3,"Y",0,108,0,0,260,0,5,5,6,0,7,2007,4,"Partial",314813
"620",620,60,6,85,12244,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,2003,2003,"Hip","CompShg",15,15,5,226,"Gd","TA","PConc",2,3,1,1,871,6,0,611,1482,"GasA","Ex","Y",1,1482,780,360,2262,1,0,2,1,4,1,2,10,1,2,2,2,2003,1,3,749,3,3,"Y",168,0,0,0,0,0,5,5,6,0,8,2008,4,"Normal",305000
"621",621,30,6,45,8248,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,1914,1950,"Gable","CompShg",14,14,4,95,"TA","TA","BrkTil",3,3,4,3,41,6,0,823,864,"GasA","TA","N",3,864,624,144,864,1,0,1,0,2,1,3,5,1,0,6,7,1980,4,0,0,6,6,"N",0,0,100,0,0,0,5,5,6,0,9,2008,2,"Normal",67000
"622",622,60,6,90,10800,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,7,1974,1997,"Gable","CompShg",7,7,4,451,"TA","TA","CBlock",3,3,4,2,956,4,182,384,1522,"GasA","TA","Y",1,1548,1066,53,2614,0,0,2,1,4,1,3,9,1,1,3,2,1974,2,2,624,3,3,"Y",38,243,0,0,0,0,5,5,6,0,6,2008,4,"Normal",240000
"623",623,20,6,71,7064,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1977,1977,"Gable","CompShg",11,11,2,153,"TA","TA","CBlock",3,3,4,3,560,6,0,420,980,"GasA","TA","Y",1,980,240,697,980,0,0,1,0,3,1,3,6,1,0,6,6,1986,3,2,484,3,3,"Y",192,0,0,0,0,0,5,5,6,0,7,2009,4,"Normal",135000
"624",624,160,3,82,2117,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2000,2000,"Gable","CompShg",9,9,2,513,"Gd","TA","PConc",2,3,4,1,420,6,0,336,756,"GasA","Ex","Y",1,756,756,360,1512,0,0,2,1,2,1,2,4,1,1,3,6,2000,3,2,440,3,3,"Y",0,32,0,0,0,0,5,5,6,0,6,2007,4,"Normal",168500
"625",625,60,6,80,10400,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,1972,1972,"Gable","CompShg",15,15,4,288,"TA","TA","CBlock",3,3,4,4,247,6,0,485,732,"GasA","Gd","Y",1,1012,778,390,1790,1,0,1,2,4,1,3,8,3,1,3,2,1972,2,2,484,3,3,"Y",148,0,0,0,147,0,5,5,6,0,11,2006,4,"Normal",165150
"626",626,20,6,87,10000,"Pave",2,"IR1","Lvl",1,"Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1962,1962,"Hip","CompShg",16,16,2,261,"TA","TA","CBlock",3,3,4,6,826,6,0,1116,1116,"GasA","TA","Y",1,1116,1162,697,1116,0,0,1,1,3,1,3,5,1,0,6,2,1962,3,2,440,3,3,"Y",0,0,0,0,385,0,5,5,6,0,2,2010,9,"Normal",160000
"627",627,20,6,75,12342,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1960,1978,"Hip","CompShg",16,16,4,16,"TA","TA","CBlock",3,3,4,6,1518,6,0,978,978,"GasA","TA","Y",1,1422,570,431,1422,0,0,1,0,3,1,3,6,2,1,3,2,1960,2,1,286,3,3,"Y",0,0,36,0,0,0,5,3,4,600,8,2007,5,"Normal",139900
"628",628,80,6,80,9600,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,6,1955,1972,"Gable","CompShg",1,1,2,164,"TA","TA","CBlock",3,3,2,3,674,5,132,350,1156,"GasA","Ex","Y",1,1520,793,392,1520,1,0,1,0,3,1,3,7,1,2,2,3,1955,2,1,364,3,3,"Y",0,0,189,0,0,0,5,5,6,0,3,2010,6,"Normal",153000
"629",629,60,6,70,11606,"Pave",2,"IR1","HLS",1,"Inside","Sev","NAmes","Norm","Norm","1Fam","2Story",5,5,1969,1969,"Gable","CompShg",11,11,2,192,"TA","TA","PConc",2,3,2,4,650,6,0,390,1040,"GasA","TA","Y",1,1040,1040,514,2080,0,1,1,2,5,1,4,9,1,2,3,2,1969,3,2,504,3,3,"Y",335,0,0,0,0,0,5,5,6,0,9,2007,4,"Family",135000
"630",630,80,6,82,9020,"Pave",2,"Reg","Lvl",1,"Corner","Gtl","NAmes","Feedr","Norm","1Fam","SLvl",6,5,1964,1964,"Gable","WdShngl",11,16,2,259,"TA","TA","CBlock",3,3,1,1,624,4,336,288,1248,"GasA","TA","Y",1,1350,846,144,1350,1,0,1,1,3,1,3,6,1,0,6,2,1964,2,2,520,3,3,"Y",176,0,0,0,0,0,5,1,6,0,6,2008,5,"Normal",168500
"631",631,70,8,50,9000,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","OldTown","Artery","Norm","1Fam","2Story",5,6,1880,1991,"Gable","CompShg",15,15,4,72,"TA","TA","BrkTil",4,4,4,6,786,6,0,636,636,"GasA","TA","Y",2,1089,661,53,1750,0,0,1,0,3,1,1,8,1,0,6,6,1937,3,1,240,4,5,"N",0,0,293,0,0,0,5,2,6,0,6,2006,4,"Abnorml",124000
